,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
44,7070,203487,2535,2,supersaver,True,N/A,132,-501.63102,132,1178.99898,101,7070.0,allopurinol,Zyloprim,100 MG,TABLET,90.0,97.0,30.0,90.0,0.259479,0.090116,0.15,2.903223,1.036424,2.5,0.1307,0.12533,0.1089,0.27391,0.08916,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,7.5,8.26,15.07,4.0,7.5,2020-01-03,1742.0,1265.0,0.57931493182574,0.42068506817426,40.0,47.0,0.459770114942529,0.459770114942529,0.1307,1.0,9.146864,12.763000000000002,NON-WMT Drug; Margin -VE; Raising to MAC Prices
45,47632,158184,20176,2,supersaver,False,Last Started Date : 2019-12-12,84,-2688.51449,84,861.83551,62,47632.0,levothyroxine sodium,Synthroid,137 MCG,TABLET,90.0,29.0,30.0,90.0,0.657312,0.43042,0.46,2.263131,0.7225,2.9,0.69619,0.6644,0.57585,0.10333,0.46348,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.8,4.0,9.8,4.0,9.8,2020-01-03,905.0,543.0,0.625,0.375,27.0,15.0,0.642857142857143,0.642857142857143,0.43042,0.7225,39.4603,39.4603,No Change
46,25940,175833,6575,2,supersaver,True,N/A,37,-2645.70396,37,1137.72604,25,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,743.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.13767,2.78128,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.38195,1.0,6.341099,7.90975,NON-WMT Drug; Margin -VE; Raising to MAC Prices
47,25940,291840,6575,1,blink,True,N/A,39,-1056.2265,39,1205.7335,29,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,743.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.13767,2.78128,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7539615000000002,1.0,9.681902000000001,9.7698075,NON-WMT Drug; Margin -VE; Raising to MAC Prices
48,25940,175833,6575,1,blink,True,N/A,48,-964.39724,48,1467.53276,35,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,743.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.13767,2.78128,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7539615000000002,1.0,9.681902000000001,9.7698075,NON-WMT Drug; Margin -VE; Raising to MAC Prices
49,25940,291840,6575,2,supersaver,True,N/A,33,-2368.06867,33,903.80133,25,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,743.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.13767,2.78128,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.38195,1.0,6.341099,7.90975,NON-WMT Drug; Margin -VE; Raising to MAC Prices
50,13742,176927,30607,1,blink,True,N/A,361,-358.28654,361,10393.03346,287,13742.0,valacyclovir hcl,Valtrex,1000 MG,TABLET,30.0,27.0,30.0,90.0,0.943385,0.715696,0.676667,2.196472,1.679116,2.9,0.73116,0.6966,0.60322,1.48236,0.48254,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,23.26,54.21,25.2,59.61,23.26,54.21,2020-01-03,14793.0,1043.0,0.934137408436474,0.0658625915635261,461.0,33.0,0.933198380566802,0.933198380566802,0.943385,2.196472,30.498022000000002,30.498022000000002,No Change
51,10857,241223,40974,1,blink,True,N/A,876,-847.53346,876,5438.38654,704,10857.0,metformin hcl,Glucophage,1000 MG,TABLET,60.0,8.0,60.0,180.0,0.031739,0.031739,0.0495,2.095647,2.095647,0.99,0.04868,0.04509,0.03845,0.05167,0.02748,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,3.27,7.8,4.0,9.05,3.27,7.8,2020-01-03,19837.0,14956.0,0.570143419653379,0.429856580346621,427.0,427.0,0.5,0.5,0.05,1.0,3.999987,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
52,10857,241223,40974,3,delivery,False,Last Started Date : 2020-01-03,1197,-5567.54,1197,39.6,727,10857.0,metformin hcl,Glucophage,1000 MG,TABLET,60.0,8.0,60.0,180.0,0.031739,0.031739,0.0495,2.095647,2.095647,0.99,0.04868,0.04509,0.03845,0.05167,0.02748,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,3.27,7.8,4.0,9.05,3.27,7.8,2020-01-03,19837.0,14956.0,0.570143419653379,0.429856580346621,427.0,427.0,0.5,0.5,0.0495,0.99,3.96,3.96,No Change
53,16355,151828,46215,1,blink,True,N/A,248,-401.45,248,1540.7,162,16355.0,fluoxetine hcl,Prozac,40 MG,CAPSULE,30.0,36.0,30.0,90.0,0.1,0.097652,0.0875,0.9,0.85025,0.875,0.14663,0.13815,0.11892,0.10333,0.09121,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.96,9.85,3.96,9.85,3.96,9.85,2020-01-03,6383.0,1850.0,0.775294546337908,0.224705453662092,173.0,69.0,0.714876033057851,0.714876033057851,0.1,1.0,3.9,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
54,84597,293717,44967,1,blink,True,N/A,1,-1119.53678,1,663.46322,1,84597.0,leuprolide acetate,Lupron,1 MG/0.2ML,KIT,1.0,579.0,,,330.863206,,,1.736807,,,1041.08737,1001.57227,871.74683,2217.67018,721.8967,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1361.463986,1.0,332.600013,1362.463986,NON-WMT Drug; Margin -VE; Raising to MAC Prices
55,26320,270806,6652,2,supersaver,False,Last Started Date : 2019-12-12,9,-366.64406,9,113.18594,9,26320.0,levothyroxine sodium,Synthroid,112 MCG,TABLET,90.0,29.0,30.0,90.0,0.650205,0.38008,0.606667,1.696338,0.6725,3.0,0.60155,0.57421,0.49773,0.10333,0.4009,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,1112.0,858.0,0.564467005076142,0.435532994923858,28.0,25.0,0.528301886792453,0.528301886792453,0.38008,0.6725,34.8797,34.8797,No Change
56,26320,296237,6652,2,supersaver,False,Last Started Date : 2019-12-12,115,-3536.16712,115,1237.01288,90,26320.0,levothyroxine sodium,Synthroid,112 MCG,TABLET,90.0,29.0,30.0,90.0,0.650205,0.38008,0.606667,1.696338,0.6725,3.0,0.60155,0.57421,0.49773,0.10333,0.4009,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,1112.0,858.0,0.564467005076142,0.435532994923858,28.0,25.0,0.528301886792453,0.528301886792453,0.38008,0.6725,34.8797,34.8797,No Change
57,26323,184403,6651,2,supersaver,False,Last Started Date : 2019-12-12,39,-741.01472,39,312.06528,29,26323.0,levothyroxine sodium,Synthroid,100 MCG,TABLET,90.0,29.0,30.0,90.0,0.547197,0.3335,0.533333,1.666778,0.695,2.9,0.51566,0.49262,0.4272,0.10333,0.34511,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,2.99,9.96,2.99,9.96,2.99,9.96,2020-01-03,2983.0,2082.0,0.588943731490622,0.411056268509378,73.0,50.0,0.59349593495935,0.59349593495935,0.3335,0.695,30.71,30.71,No Change
58,26323,217047,6651,2,supersaver,False,Last Started Date : 2019-12-12,237,-5514.37662,237,2417.77338,183,26323.0,levothyroxine sodium,Synthroid,100 MCG,TABLET,90.0,29.0,30.0,90.0,0.547197,0.3335,0.533333,1.666778,0.695,2.9,0.51566,0.49262,0.4272,0.10333,0.34511,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,2.99,9.96,2.99,9.96,2.99,9.96,2020-01-03,2983.0,2082.0,0.588943731490622,0.411056268509378,73.0,50.0,0.59349593495935,0.59349593495935,0.3335,0.695,30.71,30.71,No Change
59,47631,246607,15523,2,supersaver,False,Last Started Date : 2019-12-12,18,-356.17509,18,137.99491,14,47631.0,levothyroxine sodium,Synthroid,88 MCG,TABLET,90.0,29.0,30.0,90.0,0.635563,0.3385,0.538333,1.901604,0.705,2.95,0.52293,0.49912,0.43263,0.10333,0.34839,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.9,4.0,9.9,4.0,9.9,2020-01-03,1308.0,1092.0,0.545,0.455,39.0,33.0,0.541666666666667,0.541666666666667,0.3385,0.705,31.17,31.17,No Change
60,47631,220146,15523,2,supersaver,False,Last Started Date : 2019-12-12,140,-3493.1137,140,1488.3663,112,47631.0,levothyroxine sodium,Synthroid,88 MCG,TABLET,90.0,29.0,30.0,90.0,0.635563,0.3385,0.538333,1.901604,0.705,2.95,0.52293,0.49912,0.43263,0.10333,0.34839,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.9,4.0,9.9,4.0,9.9,2020-01-03,1308.0,1092.0,0.545,0.455,39.0,33.0,0.541666666666667,0.541666666666667,0.3385,0.705,31.17,31.17,No Change
61,20741,175686,16599,3,delivery,True,N/A,296,-981.61699,296,2007.93301,207,20741.0,metoprolol succinate,Toprol XL,50 MG,TAB ER 24H,30.0,23.0,30.0,90.0,0.25,0.25,0.186667,1.4,1.4,2.6,0.17882,0.17101,0.14838,0.36965,0.12033,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,9.99,9.0,24.0,9.0,9.99,2020-01-03,11739.0,5439.0,0.683374083129584,0.316625916870416,228.0,189.0,0.546762589928058,0.546762589928058,0.25,1.5,8.20001,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
62,26324,253625,6650,2,supersaver,False,Last Started Date : 2019-12-12,32,-791.92355,32,251.34645,25,26324.0,levothyroxine sodium,Synthroid,75 MCG,TABLET,90.0,29.0,30.0,90.0,0.529973,0.31833,0.501667,1.79351,0.72,2.95,0.48768,0.46568,0.40374,0.10333,0.32565,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.99,4.0,9.99,4.0,9.99,2020-01-03,3061.0,2394.0,0.561136571952337,0.438863428047663,73.0,66.0,0.525179856115108,0.525179856115108,0.31833,0.72,29.369699999999998,29.369699999999998,No Change
63,26324,213323,6650,2,supersaver,False,Last Started Date : 2019-12-12,231,-5367.24188,231,2384.79812,188,26324.0,levothyroxine sodium,Synthroid,75 MCG,TABLET,90.0,29.0,30.0,90.0,0.529973,0.31833,0.501667,1.79351,0.72,2.95,0.48768,0.46568,0.40374,0.10333,0.32565,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.99,4.0,9.99,4.0,9.99,2020-01-03,3061.0,2394.0,0.561136571952337,0.438863428047663,73.0,66.0,0.525179856115108,0.525179856115108,0.31833,0.72,29.369699999999998,29.369699999999998,No Change
64,13037,259723,47644,3,delivery,True,N/A,25,-450.225,25,210.475,16,13037.0,buspirone hcl,,7.5 MG,TABLET,60.0,69.0,60.0,180.0,1.068197,0.513047,0.5075,2.867561,1.407181,3.05,0.48092,0.45987,0.39899,0.9936,0.32344,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,23.62,55.42,31.14,75.55,23.62,55.42,2020-01-03,414.0,14.0,0.967289719626168,0.0327102803738318,16.0,3.0,0.842105263157895,0.842105263157895,0.5075,3.05,33.49999999999999,33.49999999999999,No Change
65,1580,251766,263,1,blink,True,N/A,56,-619.42712,56,2701.50288,36,1580.0,flecainide acetate,Tambocor,100 MG,TABLET,60.0,175.0,60.0,180.0,0.541769,0.413258,0.453333,1.803781,1.384497,3.0,0.47065,0.44931,0.3895,0.9642,0.31387,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,26.43,63.28,33.09,70.76,26.43,63.28,2020-01-03,1010.0,239.0,0.808646917534027,0.191353082465973,27.0,16.0,0.627906976744186,0.627906976744186,0.6029132500000001,1.0,34.309920999999996,37.174795,NON-WMT Drug; Margin -VE; Raising to MAC Prices
66,64316,290971,17871,1,blink,False,Last Started Date : 2019-12-20,303,-474.29592,303,3395.97408,200,64316.0,lamotrigine,Lamictal,100 MG,TABLET,30.0,28.0,30.0,90.0,0.1337,0.1061,0.0983,3.8399,3.9105,5.9498,0.09079,0.08503,0.07296,0.27,0.05464,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.02,10.43,9.0,24.0,4.02,10.43,2020-01-03,10499.0,1602.0,0.867614246756466,0.132385753243534,181.0,48.0,0.790393013100437,0.790393013100437,0.1337,3.8399,7.8509,7.8509,No Change
67,782,187428,21415,1,blink,True,N/A,368,-917.47571,368,6458.59429,218,782.0,gabapentin,Neurontin,400 MG,CAPSULE,90.0,5.0,90.0,270.0,0.120251,0.114971,,1.737407,1.982505,,0.09539,0.0915,0.07952,0.20028,0.06519,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,270.0,12.89,25.23,20.86,32.59,12.89,25.23,2020-01-03,7849.0,801.0,0.907398843930636,0.0926011560693642,139.0,26.0,0.842424242424242,0.842424242424242,0.120251,1.737407,12.559997,12.559997,No Change
68,7071,266145,2536,2,supersaver,True,N/A,239,-1187.84012,239,1976.16988,200,7071.0,allopurinol,Zyloprim,300 MG,TABLET,30.0,97.0,30.0,90.0,0.449422,0.09909,0.171667,3.349244,0.767086,2.65,0.15972,0.1528,0.1326,0.3307,0.10765,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,7.5,8.26,15.07,4.0,7.5,2020-01-03,2024.0,2298.0,0.468301712170292,0.531698287829709,64.0,100.0,0.390243902439024,0.390243902439024,0.15972,1.0,3.739786,5.7916,NON-WMT Drug; Margin -VE; Raising to MAC Prices
69,13943,265723,3728,2,supersaver,True,N/A,100,-507.12841,100,752.89159,72,13943.0,hydroxyzine hcl,Atarax,25 MG,TABLET,30.0,107.0,60.0,90.0,0.166328,0.077934,,2.574147,1.230292,,0.1393,0.13065,0.11219,0.25958,0.0845,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,7.72,10.63,7.72,10.63,7.72,10.63,2020-01-03,3993.0,296.0,0.930986243879692,0.0690137561203078,97.0,6.0,0.941747572815534,0.941747572815534,0.1393,1.0,3.568312,5.179,NON-WMT Drug; Margin -VE; Raising to MAC Prices
70,10771,261937,3205,3,delivery,False,Last Started Date : 2019-12-20,89,-380.5288,89,732.5612,53,10771.0,estradiol,Estrace,2 MG,TABLET,90.0,82.0,30.0,90.0,0.2047,0.1622,0.0979,1.9047,1.85,1.1395,0.15342,0.14649,0.127,0.31462,0.10241,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,2.5,7.5,2.5,7.5,2.5,7.5,2020-01-03,1255.0,503.0,0.713879408418658,0.286120591581342,52.0,23.0,0.693333333333333,0.693333333333333,0.0979,1.1395,9.9505,9.9505,No Change
71,5712,172960,1775,1,blink,True,N/A,139,-1546.71,139,2139.35,95,5712.0,glyburide,Diabeta,5 MG,TABLET,60.0,170.0,60.0,180.0,0.125,0.102664,0.0975,0.4,1.590188,2.45,0.13581,0.13053,0.11356,0.28798,0.09374,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,16.0,13.99,25.34,5.0,16.0,2020-01-03,1427.0,710.0,0.667758540009359,0.332241459990641,58.0,32.0,0.644444444444444,0.644444444444444,0.17717125,1.0,7.9,11.630275000000001,NON-WMT Drug; Margin -VE; Raising to MAC Prices
72,27131,562162,65392,1,blink,True,N/A,19,-634.63896,19,5662.37104,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
73,35744,173420,8350,1,blink,False,Last Started Date : 2020-01-03,267,-348.24622,267,2795.28378,223,35744.0,ibuprofen,Motrin,800 MG,TABLET,30.0,70.0,90.0,270.0,0.1902,0.1488,0.098333,0.6246,1.2375,2.85,0.14579,0.13669,0.11735,0.27114,0.08826,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,8529.0,308.0,0.965146542944438,0.0348534570555618,191.0,15.0,0.927184466019418,0.927184466019418,0.1902,0.6246,6.3306000000000004,6.3306000000000004,No Change
74,35744,173420,8350,2,supersaver,False,Last Started Date : 2020-01-03,115,-536.25032,115,886.06968,98,35744.0,ibuprofen,Motrin,800 MG,TABLET,30.0,70.0,90.0,270.0,0.1902,0.1488,0.098333,0.6246,1.2375,2.85,0.14579,0.13669,0.11735,0.27114,0.08826,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,8529.0,308.0,0.965146542944438,0.0348534570555618,191.0,15.0,0.927184466019418,0.927184466019418,0.1488,1.2375,5.701499999999999,5.701499999999999,No Change
75,32481,284012,11984,1,blink,True,N/A,17,-566.22921,17,234.65079,9,32481.0,guanfacine hcl,Tenex,2 MG,TABLET,30.0,157.0,30.0,135.0,0.300126,0.255849,,1.886216,1.614426,,1.06714,1.02336,0.88922,2.23698,0.72818,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,208.0,27.0,0.885106382978723,0.114893617021277,9.0,2.0,0.818181818181818,0.818181818181818,1.3836725,1.0,10.889996,42.510175000000004,NON-WMT Drug; Margin -VE; Raising to MAC Prices
76,32481,284012,11984,2,supersaver,True,N/A,8,-314.05479,8,131.88521,5,32481.0,guanfacine hcl,Tenex,2 MG,TABLET,30.0,157.0,30.0,135.0,0.300126,0.255849,,1.886216,1.614426,,1.06714,1.02336,0.88922,2.23698,0.72818,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,208.0,27.0,0.885106382978723,0.114893617021277,9.0,2.0,0.818181818181818,0.818181818181818,1.06714,1.0,9.289895999999999,33.0142,NON-WMT Drug; Margin -VE; Raising to MAC Prices
77,2363,223252,573,2,supersaver,True,N/A,6,-300.45,6,120.9,6,2363.0,diltiazem hcl,Cardizem,120 MG,TABLET,90.0,111.0,30.0,180.0,0.125,0.125,0.495,1.4,1.4,2.95,0.45581,0.43714,0.37986,0.95591,0.31117,1.0,1.0,1.0,1.0,1.5,60.0,180.0,9.0,24.0,1.0,30.0,180.0,4.5,24.0,4.5,24.0,4.5,24.0,2020-01-03,76.0,69.0,0.524137931034483,0.475862068965517,0.0,6.0,0.0,0.0,0.125,1.5,12.65,12.75,WMT 4/10|9/24 Drug; Raising to WMT Prices
78,45063,223083,21141,1,blink,True,N/A,20,-493.9809,20,398.2591,18,45063.0,bisoprolol/hydrochlorothiazide,Ziac,10-6.25MG,TABLET,30.0,176.0,30.0,90.0,0.225781,,,2.97938,,,0.63398,0.60622,0.52597,1.30972,0.42634,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,15.7,38.1,9.96,15.9,2020-01-03,458.0,429.0,0.516347237880496,0.483652762119504,14.0,21.0,0.4,0.4,0.81571825,1.0,9.75281,25.4715475,NON-WMT Drug; Margin -VE; Raising to MAC Prices
79,45063,174191,21141,1,blink,True,N/A,78,-2114.94599,78,1487.73401,59,45063.0,bisoprolol/hydrochlorothiazide,Ziac,10-6.25MG,TABLET,30.0,176.0,30.0,90.0,0.225781,,,2.97938,,,0.63398,0.60622,0.52597,1.30972,0.42634,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,15.7,38.1,9.96,15.9,2020-01-03,458.0,429.0,0.516347237880496,0.483652762119504,14.0,21.0,0.4,0.4,0.81571825,1.0,9.75281,25.4715475,NON-WMT Drug; Margin -VE; Raising to MAC Prices
80,31340,570316,68539,1,blink,True,N/A,4,-387.97688,4,4573.82312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
81,64324,155661,22550,1,blink,False,Last Started Date : 2019-12-20,146,-351.0363,146,827.2537,89,64324.0,lamotrigine,Lamictal,150 MG,TABLET,60.0,28.0,60.0,180.0,0.124,0.121,0.094,1.5099,1.3875,3.2619,0.11651,0.10968,0.09438,0.135,0.07215,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,5.0,10.0,9.0,24.0,5.0,10.0,2020-01-03,5547.0,756.0,0.88005711565921,0.11994288434079,97.0,21.0,0.822033898305085,0.822033898305085,0.124,1.5099,8.9499,8.9499,No Change
82,39182,586784,74511,1,blink,True,N/A,1,-640.3614,1,476.1586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
83,10843,181840,21839,3,delivery,True,N/A,35,-307.68738,35,248.61262,23,10843.0,glipizide,Glucotrol XL,10 MG,TAB ER 24,30.0,49.0,30.0,90.0,0.25,0.246429,0.296667,1.4,1.357142,2.9,0.268691358024691,0.258444444444444,0.222666666666667,0.351632478632479,0.178777777777778,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,4.0,10.0,9.0,24.0,4.0,10.0,2020-01-03,1379.0,561.0,0.710824742268041,0.289175257731959,33.0,22.0,0.6,0.6,0.25,1.5,11.80001,9.0,WMT 4/10|9/24 Drug; Dropping to WMT Prices
84,81111,288928,31492,2,supersaver,True,N/A,27,-346.01001,27,1089.79999,15,81111.0,naratriptan hcl,Amerge,2.5 MG,TABLET,1.0,269.0,9.0,27.0,5.755951,2.657275,,2.121549,0.995925,,3.48907,3.32712,2.88246,7.10648,2.3133,1.0,1.0,1.0,1.0,1.5,,,,,,9.0,27.0,30.25,75.16,43.3,85.91,30.25,75.16,2020-01-03,549.0,6.0,0.989189189189189,0.0108108108108108,7.0,1.0,0.875,0.875,3.48907,1.0,3.6532,4.48907,NON-WMT Drug; Margin -VE; Raising to MAC Prices
85,2682,235013,16927,1,blink,True,N/A,1466,-3197.60806,1466,9698.22194,1141,2682.0,amlodipine besylate,Norvasc,10 MG,TABLET,30.0,7.0,30.0,90.0,0.078365,0.076334,0.0875,1.549058,1.509966,0.875,0.06817,0.06066,0.05057,0.19,0.02961,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.99,9.96,9.0,24.0,6.86,10.71,2020-01-03,24863.0,16396.0,0.602607915848663,0.397392084151337,474.0,481.0,0.496335078534031,0.496335078534031,0.1,1.0,3.900008,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
86,35793,293894,8362,1,blink,False,Last Started Date : 2020-01-03,173,-424.07253,173,1767.13747,142,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.145,0.1264,0.079167,2.8905,2.9025,1.65,0.130782669461915,0.0979811320754717,0.103342857142857,0.223985733392778,0.500607594936709,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5679.0,573.0,0.908349328214971,0.0916506717850288,112.0,15.0,0.881889763779528,0.881889763779528,0.145,2.8905,11.590499999999999,11.590499999999999,No Change
87,35793,293894,8362,2,supersaver,False,Last Started Date : 2020-01-03,96,-531.29875,96,477.31125,74,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.145,0.1264,0.079167,2.8905,2.9025,1.65,0.130782669461915,0.0979811320754717,0.103342857142857,0.223985733392778,0.500607594936709,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5679.0,573.0,0.908349328214971,0.0916506717850288,112.0,15.0,0.881889763779528,0.881889763779528,0.1264,2.9025,10.4865,10.4865,No Change
88,35793,293894,8362,3,delivery,True,N/A,50,-2291.11352,50,431.62648,36,35793.0,naproxen,Naprosyn,500 MG,TABLET,60.0,103.0,60.0,180.0,0.145,0.1264,0.079167,2.8905,2.9025,1.65,0.130782669461915,0.0979811320754717,0.103342857142857,0.223985733392778,0.500607594936709,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,5.0,8.0,14.53,24.59,5.0,8.0,2020-01-03,5679.0,573.0,0.908349328214971,0.0916506717850288,112.0,15.0,0.881889763779528,0.881889763779528,0.500607594936709,1.5,6.40002,31.53645569620254,NON-WMT Drug; Margin -VE; Raising to MAC Prices
89,13846,195832,48401,1,blink,True,N/A,58,-1169.1323,58,959.6577,43,13846.0,valsartan,Diovan,80 MG,TABLET,30.0,71.0,30.0,90.0,0.255391,0.245075,0.418333,1.486561,1.427759,2.85,0.45185,0.43278,0.37581,0.94133,0.30642,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,15.73,31.19,19.11,44.19,15.73,31.19,2020-01-03,1758.0,768.0,0.695961995249406,0.304038004750594,19.0,12.0,0.612903225806452,0.612903225806452,0.58395675,1.0,9.148291,18.5187025,NON-WMT Drug; Margin -VE; Raising to MAC Prices
90,34078,576892,70519,1,blink,True,N/A,1,-391.016,1,720.364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
91,94594,238818,2329,2,supersaver,True,N/A,50,-410.48638,50,656.97362,36,94594.0,cyanocobalamin (vitamin b-12),Cyanacobalamin,1000MCG/ML,VIAL,1.0,172.0,1.0,3.0,5.798313,2.695947,,4.435003,2.094928,,4.77467,4.55932,3.95286,9.79428,3.18824,1.0,1.0,1.0,1.0,1.5,,,,,,1.0,3.0,21.5,50.0,21.5,50.0,21.5,50.0,2020-01-03,1733.0,603.0,0.741866438356164,0.258133561643836,38.0,16.0,0.703703703703704,0.703703703703704,4.77467,1.0,4.790875,5.77467,NON-WMT Drug; Margin -VE; Raising to MAC Prices
