medication,strength,form,units,price
urocitk,5 meq,Tablet Er,120,113
urocitk,5 meq,Tablet Er,180,169
urocitk,10 meq,Tablet Er,30,26
urocitk,10 meq,Tablet Er,60,52
urocitk,10 meq,Tablet Er,90,78
urocitk,10 meq,Tablet Er,120,103
urocitk,10 meq,Tablet Er,180,155
urocitk,15 meq,Tablet Er,30,56
urocitk,15 meq,Tablet Er,60,111
urocitk,15 meq,Tablet Er,90,167
urocitk,15 meq,Tablet Er,120,222
urocitk,15 meq,Tablet Er,180,333
urecholine,5 mg,Tablet,30,10
urecholine,5 mg,Tablet,45,14
urecholine,5 mg,Tablet,60,19
urecholine,5 mg,Tablet,90,28
urecholine,10 mg,Tablet,30,17
urecholine,10 mg,Tablet,60,34
urecholine,10 mg,Tablet,90,51
urecholine,10 mg,Tablet,120,68
urecholine,10 mg,Tablet,180,101
urecholine,25 mg,Tablet,30,12
urecholine,25 mg,Tablet,60,23
urecholine,25 mg,Tablet,90,35
urecholine,25 mg,Tablet,120,46
urecholine,25 mg,Tablet,180,69
urecholine,25 mg,Tablet,270,104
urecholine,50 mg,Tablet,30,24
urecholine,50 mg,Tablet,60,48
urecholine,50 mg,Tablet,90,72
urecholine,50 mg,Tablet,120,95
urecholine,50 mg,Tablet,270,214
univasc,7.5 mg,Tablet,30,24
univasc,7.5 mg,Tablet,60,47
univasc,7.5 mg,Tablet,90,70
univasc,7.5 mg,Tablet,120,94
univasc,15 mg,Tablet,30,27
univasc,15 mg,Tablet,60,53
univasc,15 mg,Tablet,90,79
univasc,15 mg,Tablet,180,158
uniretic,7.5 mg/12.5 mg,Tablet,30,28
uniretic,7.5 mg/12.5 mg,Tablet,90,84
uniretic,7.5 mg/12.5 mg,Tablet,180,167
uniretic,15 mg/12.5 mg,Tablet,30,28
uniretic,15 mg/12.5 mg,Tablet,60,56
uniretic,15 mg/12.5 mg,Tablet,90,84
uniretic,15 mg/12.5 mg,Tablet,180,167
uniretic,15 mg/25 mg,Tablet,30,28
uniretic,15 mg/25 mg,Tablet,60,56
uniretic,15 mg/25 mg,Tablet,90,84
tylenol,160 mg/5 ml,Elixer,120,3
tylenol,160 mg/5 ml,Elixer,480,11
tylenol,500 mg,Gel Cap,24,2.71
tylenol,500 mg,Gel Cap,50,3.63
tylenol,500 mg,Gel Cap,100,3
tylenol,650 mg,Suppository,12,1
tylenol,325 mg,Tablet,100,3
tylenol,325 mg,Tablet,1000,21
tylenol,500 mg,Tablet,100,3
tylenol,500 mg,Tablet,1000,21
tylenol,650 mg,Tablet,100,3
twynsta,40 mg/5 mg,Tablet,30,116
twynsta,40 mg/5 mg,Tablet,60,231
twynsta,40 mg/5 mg,Tablet,90,346
twynsta,40 mg/10 mg,Tablet,30,122
twynsta,40 mg/10 mg,Tablet,60,244
twynsta,40 mg/10 mg,Tablet,90,366
twynsta,80 mg/5 mg,Tablet,30,116
twynsta,80 mg/5 mg,Tablet,60,231
twynsta,80 mg/5 mg,Tablet,90,346
twynsta,80 mg/10 mg,Tablet,30,127
twynsta,80 mg/10 mg,Tablet,60,253
twynsta,80 mg/10 mg,Tablet,90,379
trusopt,2%/10 ml,Solution,1,18
trusopt,2%/10 ml,Solution,3,52
trilomariza,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,28,14
trilomariza,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,84,41
trilosprintec,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,28,12
trilosprintec,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,84,35
trilipix,45 mg,Capsule Dr,30,24
trilipix,45 mg,Capsule Dr,60,47
trilipix,45 mg,Capsule Dr,90,71
trilipix,45 mg,Capsule Dr,180,141
trilipix,135 mg,Capsule Dr,30,30
trilipix,135 mg,Capsule Dr,60,60
trilipix,135 mg,Capsule Dr,90,90
transdermscop,1 mg/72 hr,Patch,4,76
transdermscop,1 mg/72 hr,Patch,10,210
toprolxl,25 mg,Tablet Er,30,4
toprolxl,25 mg,Tablet Er,60,8
toprolxl,25 mg,Tablet Er,90,11
toprolxl,25 mg,Tablet Er,180,22
toprolxl,50 mg,Tablet Er,30,4
toprolxl,50 mg,Tablet Er,45,6
toprolxl,50 mg,Tablet Er,60,8
toprolxl,50 mg,Tablet Er,90,11
toprolxl,50 mg,Tablet Er,180,22
toprolxl,100 mg,Tablet Er,30,8
toprolxl,100 mg,Tablet Er,45,11
toprolxl,100 mg,Tablet Er,60,14
toprolxl,100 mg,Tablet Er,90,20
toprolxl,100 mg,Tablet Er,180,38
toprolxl,200 mg,Tablet Er,30,14
toprolxl,200 mg,Tablet Er,60,28
toprolxl,200 mg,Tablet Er,90,42
toprolxl,200 mg,Tablet Er,180,83
topicort,0.05%/60 gm,Cream,1,306
topicort,0.05%/60 gm,Cream,3,916
topicort,0.05%/100 gm,Cream,1,454
topicort,0.05%/100 gm,Cream,3,1360
topicort,0.25%/15 gm,Cream,1,28
topicort,0.25%/15 gm,Cream,3,83
topicort,0.25%/60 gm,Cream,1,47
topicort,0.25%/60 gm,Cream,3,140
topicort,0.05%/15 gm,Gel,1,45
topicort,0.05%/15 gm,Gel,3,135
topicort,0.05%/60 gm,Gel,1,209
topicort,0.05%/60 gm,Gel,3,625
topicort,0.05%/60 gm,Ointment,1,331
topicort,0.05%/60 gm,Ointment,3,991
topicort,0.05%/100 gm,Ointment,1,489
topicort,0.05%/100 gm,Ointment,3,1467
topicort,0.25%/15 gm,Ointment,1,71
topicort,0.25%/15 gm,Ointment,3,213
topicort,0.25%/60 gm,Ointment,1,154
topicort,0.25%/60 gm,Ointment,3,460
topicort,0.25%/100 gm,Ointment,1,328
topicort,0.25%/100 gm,Ointment,3,983
topamax,25 mg,Tablet,30,4
topamax,25 mg,Tablet,60,7
topamax,25 mg,Tablet,90,9
topamax,25 mg,Tablet,120,11
topamax,25 mg,Tablet,180,15
topamax,50 mg,Tablet,30,4
topamax,50 mg,Tablet,60,7
topamax,50 mg,Tablet,90,9
topamax,50 mg,Tablet,120,11
topamax,50 mg,Tablet,180,15
topamax,100 mg,Tablet,30,4
topamax,100 mg,Tablet,60,7
topamax,100 mg,Tablet,90,9
topamax,100 mg,Tablet,120,11
topamax,100 mg,Tablet,180,15
topamax,200 mg,Tablet,30,4
topamax,200 mg,Tablet,60,7
topamax,200 mg,Tablet,90,9
topamax,200 mg,Tablet,120,11
topamax,200 mg,Tablet,180,15
tofranil,10 mg,Tablet,30,4
tofranil,10 mg,Tablet,60,7
tofranil,10 mg,Tablet,90,10
tofranil,10 mg,Tablet,120,13
tofranil,10 mg,Tablet,180,19
tofranil,25 mg,Tablet,30,4
tofranil,25 mg,Tablet,60,7
tofranil,25 mg,Tablet,90,11
tofranil,25 mg,Tablet,120,14
tofranil,25 mg,Tablet,180,21
tofranil,25 mg,Tablet,270,31
tofranil,50 mg,Tablet,30,5
tofranil,50 mg,Tablet,60,10
tofranil,50 mg,Tablet,90,15
tofranil,50 mg,Tablet,120,20
tofranil,50 mg,Tablet,180,30
timoptic,0.25%/5 ml,Solution,1,2.55
timoptic,0.25%/5 ml,Solution,3,7.65
timoptic,0.25%/10 ml,Solution,1,5.84
timoptic,0.25%/10 ml,Solution,3,17.52
timoptic,0.25%/15 ml,Solution,1,7.12
timoptic,0.25%/15 ml,Solution,3,21.36
timoptic,0.5%/5 ml,Solution,1,5.1
timoptic,0.5%/5 ml,Solution,3,15.3
timoptic,0.5%/10 ml,Solution,1,7.07
timoptic,0.5%/10 ml,Solution,3,21.21
timoptic,0.5%/15 ml,Solution,1,9.52
timoptic,0.5%/15 ml,Solution,3,28.56
timoptic,0.25%/5 ml,Solution,1,4
timoptic,0.25%/5 ml,Solution,3,11
timoptic,0.25%/10 ml,Solution,1,7
timoptic,0.25%/10 ml,Solution,3,20
timoptic,0.25%/15 ml,Solution,1,8
timoptic,0.25%/15 ml,Solution,3,22
timoptic,0.5%/5 ml,Solution,1,5
timoptic,0.5%/5 ml,Solution,3,13
timoptic,0.5%/10 ml,Solution,1,8
timoptic,0.5%/10 ml,Solution,3,22
timoptic,0.5%/15 ml,Solution,1,10
timoptic,0.5%/15 ml,Solution,3,29
tiazac,120 mg,Capsule Er,30,8
tiazac,120 mg,Capsule Er,60,15
tiazac,120 mg,Capsule Er,90,22
tiazac,120 mg,Capsule Er,180,43
tiazac,180 mg,Capsule Er,30,11
tiazac,180 mg,Capsule Er,60,21
tiazac,180 mg,Capsule Er,90,31
tiazac,180 mg,Capsule Er,180,61
tiazac,240 mg,Capsule Er,30,10
tiazac,240 mg,Capsule Er,60,20
tiazac,240 mg,Capsule Er,90,30
tiazac,240 mg,Capsule Er,180,59
tiazac,300 mg,Capsule Er,30,20
tiazac,300 mg,Capsule Er,60,39
tiazac,300 mg,Capsule Er,90,58
tiazac,360 mg,Capsule Er,30,29
tiazac,360 mg,Capsule Er,60,58
tiazac,360 mg,Capsule Er,90,87
tiazac,420 mg,Capsule Er,30,41
tiazac,420 mg,Capsule Er,60,82
tiazac,420 mg,Capsule Er,90,123
thorazine,10 mg,Tablet,30,64
thorazine,10 mg,Tablet,60,127
thorazine,10 mg,Tablet,90,190
thorazine,10 mg,Tablet,120,253
thorazine,25 mg,Tablet,30,60
thorazine,25 mg,Tablet,60,120
thorazine,25 mg,Tablet,90,180
thorazine,50 mg,Tablet,30,82
thorazine,50 mg,Tablet,60,164
thorazine,50 mg,Tablet,90,246
thorazine,50 mg,Tablet,120,328
thorazine,100 mg,Tablet,30,174
thorazine,100 mg,Tablet,60,348
thorazine,100 mg,Tablet,90,522
thorazine,200 mg,Tablet,30,213
thorazine,200 mg,Tablet,60,425
thorazine,200 mg,Tablet,90,637
thorazine,200 mg,Tablet,180,1274
thalitonehygroton,25 mg,Tablet,30,16
thalitonehygroton,25 mg,Tablet,45,24
thalitonehygroton,25 mg,Tablet,60,32
thalitonehygroton,25 mg,Tablet,90,47
thalitonehygroton,50 mg,Tablet,30,30
thalitonehygroton,50 mg,Tablet,45,45
thalitonehygroton,50 mg,Tablet,60,60
thalitonehygroton,50 mg,Tablet,90,89
thalitonehygroton,50 mg,Tablet,180,178
tessalon,100 mg,Capsule,30,5
tessalon,100 mg,Capsule,60,9
tessalon,100 mg,Capsule,90,13
tessalon,200 mg,Capsule,30,8
tessalon,200 mg,Capsule,60,16
tessalon,200 mg,Capsule,90,24
terazol7,0.4%/45 mg,Vaginal Cream,1,29
terazol7,0.4%/45 mg,Vaginal Cream,3,86
terazol,0.8%/20 gm,Vaginal Cream,1,31
terazol,0.8%/20 gm,Vaginal Cream,3,92
tenormin,25 mg,Tablet,30,4
tenormin,25 mg,Tablet,45,5
tenormin,25 mg,Tablet,60,6
tenormin,25 mg,Tablet,90,9
tenormin,25 mg,Tablet,180,15
tenormin,50 mg,Tablet,30,4
tenormin,50 mg,Tablet,45,5
tenormin,50 mg,Tablet,60,6
tenormin,50 mg,Tablet,90,9
tenormin,50 mg,Tablet,180,15
tenormin,100 mg,Tablet,30,4
tenormin,100 mg,Tablet,45,5
tenormin,100 mg,Tablet,60,6
tenormin,100 mg,Tablet,90,9
tenormin,100 mg,Tablet,180,15
tenoretic,50 mg/25 mg,Tablet,30,12
tenoretic,50 mg/25 mg,Tablet,45,17
tenoretic,50 mg/25 mg,Tablet,60,23
tenoretic,50 mg/25 mg,Tablet,90,34
tenoretic,100 mg/25 mg,Tablet,30,18
tenoretic,100 mg/25 mg,Tablet,45,26
tenoretic,100 mg/25 mg,Tablet,60,35
tenoretic,100 mg/25 mg,Tablet,90,52
tenex,1 mg,Tablet,30,18
tenex,1 mg,Tablet,45,27
tenex,1 mg,Tablet,60,35
tenex,1 mg,Tablet,90,52
tenex,1 mg,Tablet,120,69
tenex,1 mg,Tablet,180,100
tenex,2 mg,Tablet,30,18
tenex,2 mg,Tablet,45,27
tenex,2 mg,Tablet,60,35
tenex,2 mg,Tablet,90,52
tenex,2 mg,Tablet,120,69
tenex,2 mg,Tablet,180,100
temovatee,0.05%/15 gm,Cream,1,38
temovatee,0.05%/15 gm,Cream,3,112
temovatee,0.05%/30 gm,Cream,1,71
temovatee,0.05%/30 gm,Cream,3,212
temovatee,0.05%/45 gm,Cream,1,112
temovatee,0.05%/45 gm,Cream,3,335
temovatee,0.05%/60 gm,Cream,1,132
temovatee,0.05%/60 gm,Cream,3,396
tegretolxr,100 mg,Tablet Er,30,29
tegretolxr,100 mg,Tablet Er,60,58
tegretolxr,100 mg,Tablet Er,90,87
tegretolxr,100 mg,Tablet Er,120,116
tegretolxr,100 mg,Tablet Er,180,174
tegretolxr,200 mg,Tablet Er,30,45
tegretolxr,200 mg,Tablet Er,60,90
tegretolxr,200 mg,Tablet Er,90,134
tegretolxr,200 mg,Tablet Er,120,179
tegretolxr,200 mg,Tablet Er,180,268
tegretolxr,400 mg,Tablet Er,30,72
tegretolxr,400 mg,Tablet Er,60,144
tegretolxr,400 mg,Tablet Er,90,216
tegretolxr,400 mg,Tablet Er,120,288
tegretolxr,400 mg,Tablet Er,180,432
tapazole,5 mg,Tablet,30,4
tapazole,5 mg,Tablet,45,5
tapazole,5 mg,Tablet,60,7
tapazole,5 mg,Tablet,90,10
tapazole,5 mg,Tablet,180,19
tapazole,10 mg,Tablet,30,6
tapazole,10 mg,Tablet,60,12
tapazole,10 mg,Tablet,90,18
tapazole,10 mg,Tablet,120,23
tapazole,10 mg,Tablet,180,35
tamiflu,30 mg,Capsule,10,43
tamiflu,45 mg,Capsule,10,44
tamiflu,75 mg,Capsule,10,46
tambocor,50 mg,Tablet,30,10
tambocor,50 mg,Tablet,60,19
tambocor,50 mg,Tablet,90,28
tambocor,50 mg,Tablet,120,37
tambocor,50 mg,Tablet,180,55
tambocor,100 mg,Tablet,30,10
tambocor,100 mg,Tablet,60,20
tambocor,100 mg,Tablet,90,30
tambocor,100 mg,Tablet,180,60
tambocor,150 mg,Tablet,30,21
tambocor,150 mg,Tablet,60,42
tambocor,150 mg,Tablet,90,63
tambocor,150 mg,Tablet,180,126
tagamet,200 mg,Tablet,30,9
tagamet,200 mg,Tablet,60,17
tagamet,200 mg,Tablet,90,26
tagamet,200 mg,Tablet,120,34
tagamet,200 mg,Tablet,180,51
tagamet,300 mg,Tablet,30,11
tagamet,300 mg,Tablet,60,22
tagamet,300 mg,Tablet,90,32
tagamet,300 mg,Tablet,120,43
tagamet,400 mg,Tablet,30,18
tagamet,400 mg,Tablet,60,35
tagamet,400 mg,Tablet,90,52
tagamet,400 mg,Tablet,120,69
tagamet,400 mg,Tablet,180,103
tagamet,800 mg,Tablet,30,23
tagamet,800 mg,Tablet,60,46
tagamet,800 mg,Tablet,90,69
tagamet,800 mg,Tablet,120,91
tagamet,800 mg,Tablet,180,137
taclonex,0.005%/0.064%/60 gm,Ointment,1,391
taclonex,0.005%/0.064%/60 gm,Ointment,3,1172
taclonex,0.005%/0.064%/100 gm,Ointment,1,639
taclonex,0.005%/0.064%/100 gm,Ointment,3,1917
synthroid,25 mcg,Tablet,30,5
synthroid,25 mcg,Tablet,45,6
synthroid,25 mcg,Tablet,60,7
synthroid,25 mcg,Tablet,90,8
synthroid,50 mcg,Tablet,30,5
synthroid,50 mcg,Tablet,45,6
synthroid,50 mcg,Tablet,60,7
synthroid,50 mcg,Tablet,90,8
synthroid,75 mcg,Tablet,30,6
synthroid,75 mcg,Tablet,45,9
synthroid,75 mcg,Tablet,60,12
synthroid,75 mcg,Tablet,90,18
synthroid,88 mcg,Tablet,30,7
synthroid,88 mcg,Tablet,45,11
synthroid,88 mcg,Tablet,60,14
synthroid,88 mcg,Tablet,90,21
synthroid,100 mcg,Tablet,30,8
synthroid,100 mcg,Tablet,60,15
synthroid,100 mcg,Tablet,90,22
synthroid,100 mcg,Tablet,180,44
synthroid,112 mcg,Tablet,30,8
synthroid,112 mcg,Tablet,60,15
synthroid,112 mcg,Tablet,90,22
synthroid,112 mcg,Tablet,180,44
synthroid,125 mcg,Tablet,30,8
synthroid,125 mcg,Tablet,60,15
synthroid,125 mcg,Tablet,90,22
synthroid,125 mcg,Tablet,180,44
synthroid,137 mcg,Tablet,30,10
synthroid,137 mcg,Tablet,45,15
synthroid,137 mcg,Tablet,60,20
synthroid,137 mcg,Tablet,90,30
synthroid,150 mcg,Tablet,30,10
synthroid,150 mcg,Tablet,60,19
synthroid,150 mcg,Tablet,90,28
synthroid,150 mcg,Tablet,180,56
synthroid,175 mcg,Tablet,30,10
synthroid,175 mcg,Tablet,60,20
synthroid,175 mcg,Tablet,90,30
synthroid,175 mcg,Tablet,180,60
synthroid,200 mcg,Tablet,30,12
synthroid,200 mcg,Tablet,60,24
synthroid,200 mcg,Tablet,90,36
synthroid,200 mcg,Tablet,180,72
synthroid,300 mcg,Tablet,30,14
synthroid,300 mcg,Tablet,60,27
synthroid,300 mcg,Tablet,90,40
synthroid,300 mcg,Tablet,120,53
synthroid,300 mcg,Tablet,180,80
starlix,60 mg,Tablet,30,19
starlix,60 mg,Tablet,60,37
starlix,60 mg,Tablet,90,56
starlix,60 mg,Tablet,180,111
starlix,60 mg,Tablet,270,167
starlix,120 mg,Tablet,30,18
starlix,120 mg,Tablet,60,35
starlix,120 mg,Tablet,90,53
starlix,120 mg,Tablet,180,105
starlix,120 mg,Tablet,270,158
stalevo,12.5 mg/50 mg/200 mg,Tablet,30,49
stalevo,12.5 mg/50 mg/200 mg,Tablet,42,69
stalevo,12.5 mg/50 mg/200 mg,Tablet,75,123
stalevo,12.5 mg/50 mg/200 mg,Tablet,90,147
stalevo,12.5 mg/50 mg/200 mg,Tablet,270,441
stalevo,18.75 mg/75 mg/200 mg,Tablet,30,54
stalevo,18.75 mg/75 mg/200 mg,Tablet,70,125
stalevo,18.75 mg/75 mg/200 mg,Tablet,84,150
stalevo,18.75 mg/75 mg/200 mg,Tablet,90,161
stalevo,18.75 mg/75 mg/200 mg,Tablet,120,214
stalevo,25 mg/100 mg/200 mg,Tablet,30,53
stalevo,25 mg/100 mg/200 mg,Tablet,60,105
stalevo,25 mg/100 mg/200 mg,Tablet,90,157
stalevo,25 mg/100 mg/200 mg,Tablet,120,209
stalevo,25 mg/100 mg/200 mg,Tablet,270,469
stalevo,25 mg/100 mg/200 mg,Tablet,450,781
stalevo,31.25 mg/125 mg/200 mg,Tablet,30,36
stalevo,31.25 mg/125 mg/200 mg,Tablet,60,71
stalevo,31.25 mg/125 mg/200 mg,Tablet,90,107
stalevo,31.25 mg/125 mg/200 mg,Tablet,120,142
stalevo,31.25 mg/125 mg/200 mg,Tablet,150,178
stalevo,31.25 mg/125 mg/200 mg,Tablet,270,320
stalevo,37.5 mg/150 mg/200 mg,Tablet,30,52
stalevo,37.5 mg/150 mg/200 mg,Tablet,60,103
stalevo,37.5 mg/150 mg/200 mg,Tablet,90,155
stalevo,37.5 mg/150 mg/200 mg,Tablet,120,206
stalevo,37.5 mg/150 mg/200 mg,Tablet,150,258
stalevo,37.5 mg/150 mg/200 mg,Tablet,360,618
stalevo,50 mg/200 mg/200 mg,Tablet,30,32
stalevo,50 mg/200 mg/200 mg,Tablet,60,64
stalevo,50 mg/200 mg/200 mg,Tablet,90,95
stalevo,50 mg/200 mg/200 mg,Tablet,120,127
stalevo,50 mg/200 mg/200 mg,Tablet,150,158
solaraze,3%/100 gm,Gel,1,113
solaraze,3%/100 gm,Gel,3,338
skelaxin,400 mg,Tablet,30,143
skelaxin,400 mg,Tablet,60,285
skelaxin,400 mg,Tablet,90,427
skelaxin,800 mg,Tablet,30,30
skelaxin,800 mg,Tablet,60,60
skelaxin,800 mg,Tablet,90,90
singulair,4 mg,Chew Tablet,30,6
singulair,4 mg,Chew Tablet,60,9
singulair,4 mg,Chew Tablet,90,12
singulair,5 mg,Chew Tablet,30,6
singulair,5 mg,Chew Tablet,60,9
singulair,5 mg,Chew Tablet,90,12
singulair,4 mg/packet/30 packets,Granule,1,58
singulair,4 mg/packet/30 packets,Granule,3,174
singulair,10 mg,Tablet,30,5
singulair,10 mg,Tablet,60,8
singulair,10 mg,Tablet,90,11
sinequan,10 mg,Capsule,30,13
sinequan,10 mg,Capsule,60,26
sinequan,10 mg,Capsule,90,38
sinequan,10 mg,Capsule,120,51
sinequan,10 mg,Capsule,180,76
sinequan,25 mg,Capsule,30,16
sinequan,25 mg,Capsule,60,32
sinequan,25 mg,Capsule,90,48
sinequan,25 mg,Capsule,120,64
sinequan,25 mg,Capsule,180,96
sinequan,50 mg,Capsule,30,25
sinequan,50 mg,Capsule,60,50
sinequan,50 mg,Capsule,90,74
sinequan,50 mg,Capsule,120,99
sinequan,50 mg,Capsule,180,148
sinequan,75 mg,Capsule,30,29
sinequan,75 mg,Capsule,60,57
sinequan,75 mg,Capsule,90,85
sinequan,75 mg,Capsule,120,114
sinequan,75 mg,Capsule,180,170
sinequan,100 mg,Capsule,30,37
sinequan,100 mg,Capsule,60,73
sinequan,100 mg,Capsule,90,110
sinequan,100 mg,Capsule,120,146
sinequan,100 mg,Capsule,180,219
sinequan,150 mg,Capsule,30,22
sinequan,150 mg,Capsule,60,44
sinequan,150 mg,Capsule,90,66
sinequan,150 mg,Capsule,120,87
sinequan,150 mg,Capsule,180,131
sinequan,10 mg/mL/120 ml,Solution,1,8
sinequan,10 mg/mL/120 ml,Solution,2,16
sinequan,10 mg/mL/120 ml,Solution,3,23
sinemetcr,25 mg/100 mg,Tablet Er,30,14
sinemetcr,25 mg/100 mg,Tablet Er,60,27
sinemetcr,25 mg/100 mg,Tablet Er,90,41
sinemetcr,25 mg/100 mg,Tablet Er,120,54
sinemetcr,25 mg/100 mg,Tablet Er,360,162
sinemetcr,50 mg/200 mg,Tablet Er,30,10
sinemetcr,50 mg/200 mg,Tablet Er,60,19
sinemetcr,50 mg/200 mg,Tablet Er,90,28
sinemetcr,50 mg/200 mg,Tablet Er,120,37
sinemetcr,50 mg/200 mg,Tablet Er,270,83
sinemet,10 mg/100 mg,Tablet,30,4
sinemet,10 mg/100 mg,Tablet,60,7
sinemet,10 mg/100 mg,Tablet,90,10
sinemet,10 mg/100 mg,Tablet,120,13
sinemet,10 mg/100 mg,Tablet,180,19
sinemet,10 mg/100 mg,Tablet,270,28
sinemet,25 mg/100 mg,Tablet,30,4
sinemet,25 mg/100 mg,Tablet,60,7
sinemet,25 mg/100 mg,Tablet,90,10
sinemet,25 mg/100 mg,Tablet,120,13
sinemet,25 mg/100 mg,Tablet,180,19
sinemet,25 mg/100 mg,Tablet,270,28
sinemet,25 mg/250 mg,Tablet,30,6
sinemet,25 mg/250 mg,Tablet,60,11
sinemet,25 mg/250 mg,Tablet,90,17
sinemet,25 mg/250 mg,Tablet,120,22
sinemet,25 mg/250 mg,Tablet,180,33
sinemet,25 mg/250 mg,Tablet,270,50
silvadene,1%/50 gm,Cream Jar,1,10
silvadene,1%/50 gm,Cream Jar,3,29
silvadene,1%/400 gm,Cream Jar,1,37
silvadene,1%/400 gm,Cream Jar,3,111
silvadene,1%/20 gm,Cream Tube,1,9
silvadene,1%/20 gm,Cream Tube,3,25
silvadene,1%/25 gm,Cream Tube,1,7
silvadene,1%/25 gm,Cream Tube,3,19
silvadene,1%/85 gm,Cream Tube,1,14
silvadene,1%/85 gm,Cream Tube,3,40
seroquelxr,50 mg,Tablet Er,30,21
seroquelxr,50 mg,Tablet Er,60,42
seroquelxr,50 mg,Tablet Er,90,62
seroquelxr,150 mg,Tablet Er,30,15
seroquelxr,150 mg,Tablet Er,60,29
seroquelxr,150 mg,Tablet Er,90,43
seroquelxr,200 mg,Tablet Er,30,25
seroquelxr,200 mg,Tablet Er,60,49
seroquelxr,200 mg,Tablet Er,90,73
seroquelxr,300 mg,Tablet Er,30,39
seroquelxr,300 mg,Tablet Er,60,78
seroquelxr,300 mg,Tablet Er,90,116
seroquelxr,400 mg,Tablet Er,30,37
seroquelxr,400 mg,Tablet Er,60,74
seroquelxr,400 mg,Tablet Er,90,111
seroquel,25 mg,Tablet,30,5
seroquel,25 mg,Tablet,60,8
seroquel,25 mg,Tablet,90,10
seroquel,25 mg,Tablet,120,12
seroquel,25 mg,Tablet,180,16
seroquel,50 mg,Tablet,30,5
seroquel,50 mg,Tablet,45,6
seroquel,50 mg,Tablet,60,7
seroquel,50 mg,Tablet,90,10
seroquel,50 mg,Tablet,180,16
seroquel,100 mg,Tablet,30,5
seroquel,100 mg,Tablet,45,6
seroquel,100 mg,Tablet,60,7
seroquel,100 mg,Tablet,90,10
seroquel,100 mg,Tablet,120,11
seroquel,100 mg,Tablet,180,16
seroquel,200 mg,Tablet,30,4
seroquel,200 mg,Tablet,45,5
seroquel,200 mg,Tablet,60,6
seroquel,200 mg,Tablet,90,9
seroquel,200 mg,Tablet,180,15
seroquel,300 mg,Tablet,30,7
seroquel,300 mg,Tablet,45,9
seroquel,300 mg,Tablet,60,11
seroquel,300 mg,Tablet,90,16
seroquel,300 mg,Tablet,180,31
seroquel,400 mg,Tablet,30,7
seroquel,400 mg,Tablet,45,9
seroquel,400 mg,Tablet,60,11
seroquel,400 mg,Tablet,90,16
seroquel,400 mg,Tablet,180,31
senokot,8.6 mg,Tablet,30,3
senokot,8.6 mg,Tablet,60,5
senokot,8.6 mg,Tablet,90,6
senokot,8.6 mg,Tablet,120,7
senokot,8.6 mg,Tablet,180,10
rowasa,4 gm/60 mL/7 bottles,Enema Carton,1,77
rowasa,4 gm/60 mL/7 bottles,Enema Carton,3,229
rowasa,4 gm/60 mL /7 bottles + wipes,Enema Kit,1,163
rowasa,4 gm/60 mL /7 bottles + wipes,Enema Kit,3,487
rowasa,4 gm/60 mL /28 bottles + wipes,Enema Kit,1,628
rowasa,4 gm/60 mL /28 bottles + wipes,Enema Kit,3,1883
robinul,1 mg,Tablet,30,8
robinul,1 mg,Tablet,60,15
robinul,1 mg,Tablet,90,22
robinul,1 mg,Tablet,120,29
robinul,1 mg,Tablet,180,43
robinul,2 mg,Tablet,30,13
robinul,2 mg,Tablet,60,25
robinul,2 mg,Tablet,90,37
robinul,2 mg,Tablet,120,49
robinul,2 mg,Tablet,180,73
robaxin,500 mg,Tablet,30,5
robaxin,500 mg,Tablet,60,8
robaxin,500 mg,Tablet,90,10
robaxin,500 mg,Tablet,120,12
robaxin,750 mg,Tablet,30,5
robaxin,750 mg,Tablet,60,8
robaxin,750 mg,Tablet,90,10
robaxin,750 mg,Tablet,120,12
robaxin,750 mg,Tablet,180,16
robaxin,750 mg,Tablet,270,21
risperdalmtab,0.25 mg,Tablet Odt,30,86
risperdalmtab,0.25 mg,Tablet Odt,60,172
risperdalmtab,0.25 mg,Tablet Odt,90,258
risperdalmtab,0.5 mg,Tablet Odt,30,20
risperdalmtab,0.5 mg,Tablet Odt,60,39
risperdalmtab,0.5 mg,Tablet Odt,90,59
risperdalmtab,1 mg,Tablet Odt,30,48
risperdalmtab,1 mg,Tablet Odt,60,95
risperdalmtab,1 mg,Tablet Odt,90,142
risperdalmtab,2 mg,Tablet Odt,30,37
risperdalmtab,2 mg,Tablet Odt,60,74
risperdalmtab,2 mg,Tablet Odt,90,111
risperdalmtab,3 mg,Tablet Odt,30,117
risperdalmtab,3 mg,Tablet Odt,60,233
risperdalmtab,3 mg,Tablet Odt,90,350
risperdalmtab,4 mg,Tablet Odt,30,144
risperdalmtab,4 mg,Tablet Odt,60,288
risperdalmtab,4 mg,Tablet Odt,90,432
risperdal,1 mg/ml/30 ml,Solution,1,13
risperdal,1 mg/ml/30 ml,Solution,3,38
risperdal,0.25 mg,Tablet,30,4
risperdal,0.25 mg,Tablet,60,7
risperdal,0.25 mg,Tablet,90,9
risperdal,0.25 mg,Tablet,120,11
risperdal,0.25 mg,Tablet,180,15
risperdal,0.5 mg,Tablet,30,4
risperdal,0.5 mg,Tablet,45,5
risperdal,0.5 mg,Tablet,60,6
